"","date","state","case","daily_case"
"Hawaii.1837",2020-03-13,"Hawaii",2,0
"Hawaii.1838",2020-03-14,"Hawaii",4,2
"Hawaii.1839",2020-03-15,"Hawaii",6,2
"Hawaii.1840",2020-03-16,"Hawaii",8,2
"Hawaii.1841",2020-03-17,"Hawaii",10,2
"Hawaii.1842",2020-03-18,"Hawaii",15,5
"Hawaii.1843",2020-03-19,"Hawaii",25,10
"Hawaii.1844",2020-03-20,"Hawaii",36,11
"Hawaii.1845",2020-03-21,"Hawaii",36,0
"Hawaii.1846",2020-03-22,"Hawaii",53,17
"Hawaii.1847",2020-03-23,"Hawaii",56,3
"Hawaii.1848",2020-03-24,"Hawaii",90,34
"Hawaii.1849",2020-03-25,"Hawaii",91,1
"Hawaii.1850",2020-03-26,"Hawaii",95,4
"Hawaii.1851",2020-03-27,"Hawaii",106,11
"Hawaii.1852",2020-03-28,"Hawaii",149,43
"Hawaii.1853",2020-03-29,"Hawaii",149,0
"Hawaii.1854",2020-03-30,"Hawaii",175,26
"Hawaii.1855",2020-03-31,"Hawaii",204,29
"Hawaii.1856",2020-04-01,"Hawaii",224,20
"Hawaii.1857",2020-04-02,"Hawaii",256,32
"Hawaii.1858",2020-04-03,"Hawaii",319,63
"Hawaii.1859",2020-04-04,"Hawaii",351,32
"Hawaii.1860",2020-04-05,"Hawaii",371,20
"Hawaii.1861",2020-04-06,"Hawaii",387,16
"Hawaii.1862",2020-04-07,"Hawaii",410,23
"Hawaii.1863",2020-04-08,"Hawaii",410,0
"Hawaii.1864",2020-04-09,"Hawaii",442,32
"Hawaii.1865",2020-04-10,"Hawaii",442,0
"Hawaii.1866",2020-04-11,"Hawaii",465,23
"Hawaii.1867",2020-04-12,"Hawaii",499,34
"Hawaii.1868",2020-04-13,"Hawaii",504,5
"Hawaii.1869",2020-04-14,"Hawaii",511,7
"Hawaii.1870",2020-04-15,"Hawaii",524,13
"Hawaii.1871",2020-04-16,"Hawaii",530,6
"Hawaii.1872",2020-04-17,"Hawaii",541,11
"Hawaii.1873",2020-04-18,"Hawaii",574,33
"Hawaii.1874",2020-04-19,"Hawaii",580,6
"Hawaii.1875",2020-04-20,"Hawaii",584,4
"Hawaii.1876",2020-04-21,"Hawaii",586,2
"Hawaii.1877",2020-04-22,"Hawaii",592,6
"Hawaii.1878",2020-04-23,"Hawaii",596,4
"Hawaii.1879",2020-04-24,"Hawaii",601,5
"Hawaii.1880",2020-04-25,"Hawaii",605,4
"Hawaii.1881",2020-04-26,"Hawaii",606,1
"Hawaii.1882",2020-04-27,"Hawaii",607,1
"Hawaii.1883",2020-04-28,"Hawaii",609,2
"Hawaii.1884",2020-04-29,"Hawaii",613,4
"Hawaii.1885",2020-04-30,"Hawaii",618,5
"Hawaii.1886",2020-05-01,"Hawaii",619,1
"Hawaii.1887",2020-05-02,"Hawaii",620,1
"Hawaii.1888",2020-05-03,"Hawaii",620,0
"Hawaii.1889",2020-05-04,"Hawaii",621,1
"Hawaii.1890",2020-05-05,"Hawaii",625,4
"Hawaii.1891",2020-05-06,"Hawaii",626,1
"Hawaii.1892",2020-05-07,"Hawaii",629,3
"Hawaii.1893",2020-05-08,"Hawaii",629,0
"Hawaii.1894",2020-05-09,"Hawaii",631,2
"Hawaii.1895",2020-05-10,"Hawaii",632,1
"Hawaii.1896",2020-05-11,"Hawaii",634,2
"Hawaii.1897",2020-05-12,"Hawaii",635,1
"Hawaii.1898",2020-05-13,"Hawaii",638,3
"Hawaii.1899",2020-05-14,"Hawaii",637,0
"Hawaii.1900",2020-05-15,"Hawaii",638,1
"Hawaii.1901",2020-05-16,"Hawaii",639,1
"Hawaii.1902",2020-05-17,"Hawaii",640,1
"Hawaii.1903",2020-05-18,"Hawaii",640,0
"Hawaii.1904",2020-05-19,"Hawaii",641,1
"Idaho.1905",2020-01-22,"Idaho",0,0
"Idaho.1906",2020-01-23,"Idaho",0,0
"Idaho.1907",2020-01-24,"Idaho",0,0
"Idaho.1908",2020-01-25,"Idaho",0,0
"Idaho.1909",2020-01-26,"Idaho",0,0
"Idaho.1910",2020-01-27,"Idaho",0,0
"Idaho.1911",2020-01-28,"Idaho",0,0
"Idaho.1912",2020-01-29,"Idaho",0,0
"Idaho.1913",2020-01-30,"Idaho",0,0
"Idaho.1914",2020-01-31,"Idaho",0,0
"Idaho.1915",2020-02-01,"Idaho",0,0
"Idaho.1916",2020-02-02,"Idaho",0,0
"Idaho.1917",2020-02-03,"Idaho",0,0
"Idaho.1918",2020-02-04,"Idaho",0,0
"Idaho.1919",2020-02-05,"Idaho",0,0
"Idaho.1920",2020-02-06,"Idaho",0,0
"Idaho.1921",2020-02-07,"Idaho",0,0
"Idaho.1922",2020-02-08,"Idaho",0,0
"Idaho.1923",2020-02-09,"Idaho",0,0
"Idaho.1924",2020-02-10,"Idaho",0,0
"Idaho.1925",2020-02-11,"Idaho",0,0
"Idaho.1926",2020-02-12,"Idaho",0,0
"Idaho.1927",2020-02-13,"Idaho",0,0
"Idaho.1928",2020-02-14,"Idaho",0,0
"Idaho.1929",2020-02-15,"Idaho",0,0
"Idaho.1930",2020-02-16,"Idaho",0,0
"Idaho.1931",2020-02-17,"Idaho",0,0
"Idaho.1932",2020-02-18,"Idaho",0,0
"Idaho.1933",2020-02-19,"Idaho",0,0
"Idaho.1934",2020-02-20,"Idaho",0,0
"Idaho.1935",2020-02-21,"Idaho",0,0
"Idaho.1936",2020-02-22,"Idaho",0,0
"Idaho.1937",2020-02-23,"Idaho",0,0
"Idaho.1938",2020-02-24,"Idaho",0,0
"Idaho.1939",2020-02-25,"Idaho",0,0
"Idaho.1940",2020-02-26,"Idaho",0,0
"Idaho.1941",2020-02-27,"Idaho",0,0
"Idaho.1942",2020-02-28,"Idaho",0,0
"Idaho.1943",2020-02-29,"Idaho",0,0
"Idaho.1944",2020-03-01,"Idaho",0,0
"Idaho.1945",2020-03-02,"Idaho",0,0
"Idaho.1946",2020-03-03,"Idaho",0,0
"Idaho.1947",2020-03-04,"Idaho",0,0
"Idaho.1948",2020-03-05,"Idaho",0,0
"Idaho.1949",2020-03-06,"Idaho",0,0
"Idaho.1950",2020-03-07,"Idaho",0,0
"Idaho.1951",2020-03-08,"Idaho",0,0
"Idaho.1952",2020-03-09,"Idaho",0,0
"Idaho.1953",2020-03-10,"Idaho",0,0
"Idaho.1954",2020-03-11,"Idaho",0,0
"Idaho.1955",2020-03-12,"Idaho",0,0
"Idaho.1956",2020-03-13,"Idaho",1,1
"Idaho.1957",2020-03-14,"Idaho",2,1
"Idaho.1958",2020-03-15,"Idaho",4,2
"Idaho.1959",2020-03-16,"Idaho",4,0
"Idaho.1960",2020-03-17,"Idaho",8,4
"Idaho.1961",2020-03-18,"Idaho",9,1
"Idaho.1962",2020-03-19,"Idaho",23,14
"Idaho.1963",2020-03-20,"Idaho",36,13
"Idaho.1964",2020-03-21,"Idaho",42,6
"Idaho.1965",2020-03-22,"Idaho",42,0
"Idaho.1966",2020-03-23,"Idaho",68,26
"Idaho.1967",2020-03-24,"Idaho",81,13
"Idaho.1968",2020-03-25,"Idaho",91,10
"Idaho.1969",2020-03-26,"Idaho",146,55
"Idaho.1970",2020-03-27,"Idaho",205,59
"Idaho.1971",2020-03-28,"Idaho",234,29
"Idaho.1972",2020-03-29,"Idaho",281,47
"Idaho.1973",2020-03-30,"Idaho",340,59
"Idaho.1974",2020-03-31,"Idaho",515,175
"Idaho.1975",2020-04-01,"Idaho",566,51
"Idaho.1976",2020-04-02,"Idaho",776,210
"Idaho.1977",2020-04-03,"Idaho",891,115
"Idaho.1978",2020-04-04,"Idaho",1022,131
"Idaho.1979",2020-04-05,"Idaho",1078,56
"Idaho.1980",2020-04-06,"Idaho",1101,23
"Idaho.1981",2020-04-07,"Idaho",1170,69
"Idaho.1982",2020-04-08,"Idaho",1210,40
"Idaho.1983",2020-04-09,"Idaho",1232,22
"Idaho.1984",2020-04-10,"Idaho",1354,122
"Idaho.1985",2020-04-11,"Idaho",1396,42
"Idaho.1986",2020-04-12,"Idaho",1407,11
"Idaho.1987",2020-04-13,"Idaho",1426,19
"Idaho.1988",2020-04-14,"Idaho",1464,38
"Idaho.1989",2020-04-15,"Idaho",1473,9
"Idaho.1990",2020-04-16,"Idaho",1587,114
"Idaho.1991",2020-04-17,"Idaho",1609,22
"Idaho.1992",2020-04-18,"Idaho",1655,46
"Idaho.1993",2020-04-19,"Idaho",1668,13
"Idaho.1994",2020-04-20,"Idaho",1672,4
"Idaho.1995",2020-04-21,"Idaho",1736,64
"Idaho.1996",2020-04-22,"Idaho",1766,30
"Idaho.1997",2020-04-23,"Idaho",1836,70
"Idaho.1998",2020-04-24,"Idaho",1870,34
"Idaho.1999",2020-04-25,"Idaho",1887,17
"Idaho.2000",2020-04-26,"Idaho",1897,10
"Idaho.2001",2020-04-27,"Idaho",1897,0
"Idaho.2002",2020-04-28,"Idaho",1952,55
"Idaho.2003",2020-04-29,"Idaho",1952,0
"Idaho.2004",2020-04-30,"Idaho",1984,32
"Idaho.2005",2020-05-01,"Idaho",2015,31
"Idaho.2006",2020-05-02,"Idaho",2061,46
"Idaho.2007",2020-05-03,"Idaho",2061,0
"Idaho.2008",2020-05-04,"Idaho",2106,45
"Idaho.2009",2020-05-05,"Idaho",2127,21
"Idaho.2010",2020-05-06,"Idaho",2158,31
"Idaho.2011",2020-05-07,"Idaho",2178,20
"Idaho.2012",2020-05-08,"Idaho",2178,0
"Idaho.2013",2020-05-09,"Idaho",2205,27
"Idaho.2014",2020-05-10,"Idaho",2230,25
"Idaho.2015",2020-05-11,"Idaho",2260,30
"Idaho.2016",2020-05-12,"Idaho",2293,33
"Idaho.2017",2020-05-13,"Idaho",2293,0
"Idaho.2018",2020-05-14,"Idaho",2351,58
"Idaho.2019",2020-05-15,"Idaho",2351,0
"Idaho.2020",2020-05-16,"Idaho",2419,68
"Idaho.2021",2020-05-17,"Idaho",2419,0
"Idaho.2022",2020-05-18,"Idaho",2455,36
"Idaho.2023",2020-05-19,"Idaho",2455,0
"Illinois.2024",2020-01-22,"Illinois",0,0
"Illinois.2025",2020-01-23,"Illinois",0,0
"Illinois.2026",2020-01-24,"Illinois",1,1
"Illinois.2027",2020-01-25,"Illinois",1,0
"Illinois.2028",2020-01-26,"Illinois",1,0
"Illinois.2029",2020-01-27,"Illinois",1,0
"Illinois.2030",2020-01-28,"Illinois",1,0
"Illinois.2031",2020-01-29,"Illinois",1,0
"Illinois.2032",2020-01-30,"Illinois",1,0
"Illinois.2033",2020-01-31,"Illinois",2,1
"Illinois.2034",2020-02-01,"Illinois",2,0
"Illinois.2035",2020-02-02,"Illinois",2,0
"Illinois.2036",2020-02-03,"Illinois",2,0
"Illinois.2037",2020-02-04,"Illinois",2,0
"Illinois.2038",2020-02-05,"Illinois",2,0
"Illinois.2039",2020-02-06,"Illinois",2,0
"Illinois.2040",2020-02-07,"Illinois",2,0
"Illinois.2041",2020-02-08,"Illinois",2,0
"Illinois.2042",2020-02-09,"Illinois",2,0
"Illinois.2043",2020-02-10,"Illinois",2,0
"Illinois.2044",2020-02-11,"Illinois",2,0
"Illinois.2045",2020-02-12,"Illinois",2,0
"Illinois.2046",2020-02-13,"Illinois",2,0
"Illinois.2047",2020-02-14,"Illinois",2,0
"Illinois.2048",2020-02-15,"Illinois",2,0
"Illinois.2049",2020-02-16,"Illinois",2,0
"Illinois.2050",2020-02-17,"Illinois",2,0
"Illinois.2051",2020-02-18,"Illinois",2,0
"Illinois.2052",2020-02-19,"Illinois",2,0
"Illinois.2053",2020-02-20,"Illinois",2,0
"Illinois.2054",2020-02-21,"Illinois",2,0
"Illinois.2055",2020-02-22,"Illinois",2,0
"Illinois.2056",2020-02-23,"Illinois",2,0
"Illinois.2057",2020-02-24,"Illinois",2,0
"Illinois.2058",2020-02-25,"Illinois",2,0
"Illinois.2059",2020-02-26,"Illinois",2,0
"Illinois.2060",2020-02-27,"Illinois",2,0
"Illinois.2061",2020-02-28,"Illinois",2,0
"Illinois.2062",2020-02-29,"Illinois",2,0
"Illinois.2063",2020-03-01,"Illinois",3,1
"Illinois.2064",2020-03-02,"Illinois",4,1
"Illinois.2065",2020-03-03,"Illinois",4,0
"Illinois.2066",2020-03-04,"Illinois",4,0
"Illinois.2067",2020-03-05,"Illinois",5,1
"Illinois.2068",2020-03-06,"Illinois",5,0
"Illinois.2069",2020-03-07,"Illinois",6,1
"Illinois.2070",2020-03-08,"Illinois",7,1
"Illinois.2071",2020-03-09,"Illinois",7,0
"Illinois.2072",2020-03-10,"Illinois",12,5
"Illinois.2073",2020-03-11,"Illinois",25,13
"Illinois.2074",2020-03-12,"Illinois",32,7
"Illinois.2075",2020-03-13,"Illinois",46,14
"Illinois.2076",2020-03-14,"Illinois",64,18
"Illinois.2077",2020-03-15,"Illinois",66,2
"Illinois.2078",2020-03-16,"Illinois",83,17
"Illinois.2079",2020-03-17,"Illinois",161,78
"Illinois.2080",2020-03-18,"Illinois",272,111
"Illinois.2081",2020-03-19,"Illinois",422,150
"Illinois.2082",2020-03-20,"Illinois",585,163
"Illinois.2083",2020-03-21,"Illinois",753,168
"Illinois.2084",2020-03-22,"Illinois",1049,296
"Illinois.2085",2020-03-23,"Illinois",1285,236
"Illinois.2086",2020-03-24,"Illinois",1537,252
"Illinois.2087",2020-03-25,"Illinois",1865,328
"Illinois.2088",2020-03-26,"Illinois",2538,673
"Illinois.2089",2020-03-27,"Illinois",3024,486
"Illinois.2090",2020-03-28,"Illinois",3491,467
"Illinois.2091",2020-03-29,"Illinois",4596,1105
"Illinois.2092",2020-03-30,"Illinois",5056,460
"Illinois.2093",2020-03-31,"Illinois",5994,938
"Illinois.2094",2020-04-01,"Illinois",6980,986
"Illinois.2095",2020-04-02,"Illinois",7695,715
"Illinois.2096",2020-04-03,"Illinois",8904,1209
"Illinois.2097",2020-04-04,"Illinois",10357,1453
"Illinois.2098",2020-04-05,"Illinois",11259,902
"Illinois.2099",2020-04-06,"Illinois",12262,1003
"Illinois.2100",2020-04-07,"Illinois",13553,1291
"Illinois.2101",2020-04-08,"Illinois",15078,1525
"Illinois.2102",2020-04-09,"Illinois",16422,1344
"Illinois.2103",2020-04-10,"Illinois",17887,1465
"Illinois.2104",2020-04-11,"Illinois",19180,1293
"Illinois.2105",2020-04-12,"Illinois",20852,1672
"Illinois.2106",2020-04-13,"Illinois",22025,1173
"Illinois.2107",2020-04-14,"Illinois",23248,1223
"Illinois.2108",2020-04-15,"Illinois",24593,1345
"Illinois.2109",2020-04-16,"Illinois",25734,1141
"Illinois.2110",2020-04-17,"Illinois",27578,1844
"Illinois.2111",2020-04-18,"Illinois",29160,1582
"Illinois.2112",2020-04-19,"Illinois",30357,1197
"Illinois.2113",2020-04-20,"Illinois",31513,1156
"Illinois.2114",2020-04-21,"Illinois",33059,1546
"Illinois.2115",2020-04-22,"Illinois",35107,2048
"Illinois.2116",2020-04-23,"Illinois",36937,1830
"Illinois.2117",2020-04-24,"Illinois",39658,2721
"Illinois.2118",2020-04-25,"Illinois",41777,2119
"Illinois.2119",2020-04-26,"Illinois",43903,2126
"Illinois.2120",2020-04-27,"Illinois",45883,1980
"Illinois.2121",2020-04-28,"Illinois",48102,2219
"Illinois.2122",2020-04-29,"Illinois",50358,2256
"Illinois.2123",2020-04-30,"Illinois",52918,2560
"Illinois.2124",2020-05-01,"Illinois",56055,3137
"Illinois.2125",2020-05-02,"Illinois",58505,2450
"Illinois.2126",2020-05-03,"Illinois",61499,2994
"Illinois.2127",2020-05-04,"Illinois",63777,2278
"Illinois.2128",2020-05-05,"Illinois",65889,2112
"Illinois.2129",2020-05-06,"Illinois",68232,2343
"Illinois.2130",2020-05-07,"Illinois",70871,2639
"Illinois.2131",2020-05-08,"Illinois",73760,2889
"Illinois.2132",2020-05-09,"Illinois",76085,2325
"Illinois.2133",2020-05-10,"Illinois",77741,1656
"Illinois.2134",2020-05-11,"Illinois",79007,1266
"Illinois.2135",2020-05-12,"Illinois",83021,4014
"Illinois.2136",2020-05-13,"Illinois",84694,1673
"Illinois.2137",2020-05-14,"Illinois",87937,3243
"Illinois.2138",2020-05-15,"Illinois",90369,2432
"Illinois.2139",2020-05-16,"Illinois",92457,2088
"Illinois.2140",2020-05-17,"Illinois",94191,1734
"Illinois.2141",2020-05-18,"Illinois",96485,2294
"Illinois.2142",2020-05-19,"Illinois",98030,1545
"Indiana.2143",2020-01-22,"Indiana",0,0
"Indiana.2144",2020-01-23,"Indiana",0,0
"Indiana.2145",2020-01-24,"Indiana",0,0
"Indiana.2146",2020-01-25,"Indiana",0,0
"Indiana.2147",2020-01-26,"Indiana",0,0
"Indiana.2148",2020-01-27,"Indiana",0,0
"Indiana.2149",2020-01-28,"Indiana",0,0
"Indiana.2150",2020-01-29,"Indiana",0,0
"Indiana.2151",2020-01-30,"Indiana",0,0
"Indiana.2152",2020-01-31,"Indiana",0,0
"Indiana.2153",2020-02-01,"Indiana",0,0
"Indiana.2154",2020-02-02,"Indiana",0,0
"Indiana.2155",2020-02-03,"Indiana",0,0
"Indiana.2156",2020-02-04,"Indiana",0,0
"Indiana.2157",2020-02-05,"Indiana",0,0
"Indiana.2158",2020-02-06,"Indiana",0,0
"Indiana.2159",2020-02-07,"Indiana",0,0
"Indiana.2160",2020-02-08,"Indiana",0,0
"Indiana.2161",2020-02-09,"Indiana",0,0
"Indiana.2162",2020-02-10,"Indiana",0,0
"Indiana.2163",2020-02-11,"Indiana",0,0
"Indiana.2164",2020-02-12,"Indiana",0,0
"Indiana.2165",2020-02-13,"Indiana",0,0
"Indiana.2166",2020-02-14,"Indiana",0,0
"Indiana.2167",2020-02-15,"Indiana",0,0
"Indiana.2168",2020-02-16,"Indiana",0,0
"Indiana.2169",2020-02-17,"Indiana",0,0
"Indiana.2170",2020-02-18,"Indiana",0,0
"Indiana.2171",2020-02-19,"Indiana",0,0
"Indiana.2172",2020-02-20,"Indiana",0,0
"Indiana.2173",2020-02-21,"Indiana",0,0
"Indiana.2174",2020-02-22,"Indiana",0,0
"Indiana.2175",2020-02-23,"Indiana",0,0
"Indiana.2176",2020-02-24,"Indiana",0,0
"Indiana.2177",2020-02-25,"Indiana",0,0
"Indiana.2178",2020-02-26,"Indiana",0,0
"Indiana.2179",2020-02-27,"Indiana",0,0
"Indiana.2180",2020-02-28,"Indiana",0,0
"Indiana.2181",2020-02-29,"Indiana",0,0
"Indiana.2182",2020-03-01,"Indiana",0,0
"Indiana.2183",2020-03-02,"Indiana",0,0
"Indiana.2184",2020-03-03,"Indiana",0,0
"Indiana.2185",2020-03-04,"Indiana",0,0
"Indiana.2186",2020-03-05,"Indiana",0,0
"Indiana.2187",2020-03-06,"Indiana",1,1
"Indiana.2188",2020-03-07,"Indiana",1,0
"Indiana.2189",2020-03-08,"Indiana",2,1
"Indiana.2190",2020-03-09,"Indiana",3,1
"Indiana.2191",2020-03-10,"Indiana",6,3
"Indiana.2192",2020-03-11,"Indiana",11,5
"Indiana.2193",2020-03-12,"Indiana",13,2
"Indiana.2194",2020-03-13,"Indiana",13,0
"Indiana.2195",2020-03-14,"Indiana",16,3
"Indiana.2196",2020-03-15,"Indiana",20,4
"Indiana.2197",2020-03-16,"Indiana",25,5
"Indiana.2198",2020-03-17,"Indiana",30,5
"Indiana.2199",2020-03-18,"Indiana",38,8
"Indiana.2200",2020-03-19,"Indiana",60,22
"Indiana.2201",2020-03-20,"Indiana",86,26
"Indiana.2202",2020-03-21,"Indiana",128,42
"Indiana.2203",2020-03-22,"Indiana",204,76
"Indiana.2204",2020-03-23,"Indiana",270,66
"Indiana.2205",2020-03-24,"Indiana",368,98
"Indiana.2206",2020-03-25,"Indiana",477,109
"Indiana.2207",2020-03-26,"Indiana",645,168
"Indiana.2208",2020-03-27,"Indiana",979,334
"Indiana.2209",2020-03-28,"Indiana",1233,254
"Indiana.2210",2020-03-29,"Indiana",1513,280
"Indiana.2211",2020-03-30,"Indiana",1786,273
"Indiana.2212",2020-03-31,"Indiana",2158,372
"Indiana.2213",2020-04-01,"Indiana",2564,406
"Indiana.2214",2020-04-02,"Indiana",3038,474
"Indiana.2215",2020-04-03,"Indiana",3437,399
"Indiana.2216",2020-04-04,"Indiana",3953,516
"Indiana.2217",2020-04-05,"Indiana",4411,458
"Indiana.2218",2020-04-06,"Indiana",4956,545
"Indiana.2219",2020-04-07,"Indiana",5510,554
"Indiana.2220",2020-04-08,"Indiana",5943,433
"Indiana.2221",2020-04-09,"Indiana",6351,408
"Indiana.2222",2020-04-10,"Indiana",6907,556
"Indiana.2223",2020-04-11,"Indiana",7435,528
"Indiana.2224",2020-04-12,"Indiana",7928,493
"Indiana.2225",2020-04-13,"Indiana",8359,431
"Indiana.2226",2020-04-14,"Indiana",8527,168
"Indiana.2227",2020-04-15,"Indiana",8960,433
"Indiana.2228",2020-04-16,"Indiana",9542,582
"Indiana.2229",2020-04-17,"Indiana",10154,612
"Indiana.2230",2020-04-18,"Indiana",10641,487
"Indiana.2231",2020-04-19,"Indiana",11211,570
"Indiana.2232",2020-04-20,"Indiana",11688,477
"Indiana.2233",2020-04-21,"Indiana",12097,409
"Indiana.2234",2020-04-22,"Indiana",12438,341
"Indiana.2235",2020-04-23,"Indiana",13039,601
"Indiana.2236",2020-04-24,"Indiana",13681,642
"Indiana.2237",2020-04-25,"Indiana",14399,718
"Indiana.2238",2020-04-26,"Indiana",15012,613
"Indiana.2239",2020-04-27,"Indiana",15961,949
"Indiana.2240",2020-04-28,"Indiana",16588,627
"Indiana.2241",2020-04-29,"Indiana",17182,594
"Indiana.2242",2020-04-30,"Indiana",17835,653
"Indiana.2243",2020-05-01,"Indiana",18630,795
"Indiana.2244",2020-05-02,"Indiana",19295,665
"Indiana.2245",2020-05-03,"Indiana",19933,638
"Indiana.2246",2020-05-04,"Indiana",20507,574
"Indiana.2247",2020-05-05,"Indiana",21033,526
"Indiana.2248",2020-05-06,"Indiana",21870,837
"Indiana.2249",2020-05-07,"Indiana",22503,633
"Indiana.2250",2020-05-08,"Indiana",23146,643
"Indiana.2251",2020-05-09,"Indiana",23732,586
"Indiana.2252",2020-05-10,"Indiana",24126,394
"Indiana.2253",2020-05-11,"Indiana",24627,501
"Indiana.2254",2020-05-12,"Indiana",25127,500
"Indiana.2255",2020-05-13,"Indiana",25473,346
"Indiana.2256",2020-05-14,"Indiana",26053,580
"Indiana.2257",2020-05-15,"Indiana",26656,603
"Indiana.2258",2020-05-16,"Indiana",27280,624
"Indiana.2259",2020-05-17,"Indiana",27778,498
"Indiana.2260",2020-05-18,"Indiana",28255,477
"Indiana.2261",2020-05-19,"Indiana",28705,450
"Iowa.2262",2020-01-22,"Iowa",0,0
"Iowa.2263",2020-01-23,"Iowa",0,0
"Iowa.2264",2020-01-24,"Iowa",0,0
"Iowa.2265",2020-01-25,"Iowa",0,0
"Iowa.2266",2020-01-26,"Iowa",0,0
"Iowa.2267",2020-01-27,"Iowa",0,0
"Iowa.2268",2020-01-28,"Iowa",0,0
"Iowa.2269",2020-01-29,"Iowa",0,0
"Iowa.2270",2020-01-30,"Iowa",0,0
"Iowa.2271",2020-01-31,"Iowa",0,0
"Iowa.2272",2020-02-01,"Iowa",0,0
"Iowa.2273",2020-02-02,"Iowa",0,0
"Iowa.2274",2020-02-03,"Iowa",0,0
"Iowa.2275",2020-02-04,"Iowa",0,0
"Iowa.2276",2020-02-05,"Iowa",0,0
"Iowa.2277",2020-02-06,"Iowa",0,0
"Iowa.2278",2020-02-07,"Iowa",0,0
"Iowa.2279",2020-02-08,"Iowa",0,0
"Iowa.2280",2020-02-09,"Iowa",0,0
"Iowa.2281",2020-02-10,"Iowa",0,0
"Iowa.2282",2020-02-11,"Iowa",0,0
"Iowa.2283",2020-02-12,"Iowa",0,0
"Iowa.2284",2020-02-13,"Iowa",0,0
"Iowa.2285",2020-02-14,"Iowa",0,0
"Iowa.2286",2020-02-15,"Iowa",0,0
"Iowa.2287",2020-02-16,"Iowa",0,0
"Iowa.2288",2020-02-17,"Iowa",0,0
"Iowa.2289",2020-02-18,"Iowa",0,0
"Iowa.2290",2020-02-19,"Iowa",0,0
"Iowa.2291",2020-02-20,"Iowa",0,0
"Iowa.2292",2020-02-21,"Iowa",0,0
"Iowa.2293",2020-02-22,"Iowa",0,0
"Iowa.2294",2020-02-23,"Iowa",0,0
"Iowa.2295",2020-02-24,"Iowa",0,0
"Iowa.2296",2020-02-25,"Iowa",0,0
"Iowa.2297",2020-02-26,"Iowa",0,0
"Iowa.2298",2020-02-27,"Iowa",0,0
"Iowa.2299",2020-02-28,"Iowa",0,0
"Iowa.2300",2020-02-29,"Iowa",0,0
"Iowa.2301",2020-03-01,"Iowa",0,0
"Iowa.2302",2020-03-02,"Iowa",0,0
"Iowa.2303",2020-03-03,"Iowa",0,0
"Iowa.2304",2020-03-04,"Iowa",0,0
"Iowa.2305",2020-03-05,"Iowa",0,0
"Iowa.2306",2020-03-06,"Iowa",0,0
"Iowa.2307",2020-03-07,"Iowa",0,0
"Iowa.2308",2020-03-08,"Iowa",0,0
"Iowa.2309",2020-03-09,"Iowa",3,3
"Iowa.2310",2020-03-10,"Iowa",8,5
"Iowa.2311",2020-03-11,"Iowa",13,5
"Iowa.2312",2020-03-12,"Iowa",14,1
"Iowa.2313",2020-03-13,"Iowa",17,3
"Iowa.2314",2020-03-14,"Iowa",17,0
"Iowa.2315",2020-03-15,"Iowa",18,1
"Iowa.2316",2020-03-16,"Iowa",23,5
"Iowa.2317",2020-03-17,"Iowa",23,0
"Iowa.2318",2020-03-18,"Iowa",38,15
"Iowa.2319",2020-03-19,"Iowa",44,6
"Iowa.2320",2020-03-20,"Iowa",45,1
"Iowa.2321",2020-03-21,"Iowa",69,24
"Iowa.2322",2020-03-22,"Iowa",90,21
"Iowa.2323",2020-03-23,"Iowa",105,15
"Iowa.2324",2020-03-24,"Iowa",124,19
"Iowa.2325",2020-03-25,"Iowa",146,22
"Iowa.2326",2020-03-26,"Iowa",179,33
"Iowa.2327",2020-03-27,"Iowa",235,56
"Iowa.2328",2020-03-28,"Iowa",298,63
"Iowa.2329",2020-03-29,"Iowa",336,38
"Iowa.2330",2020-03-30,"Iowa",424,88
"Iowa.2331",2020-03-31,"Iowa",497,73
"Iowa.2332",2020-04-01,"Iowa",547,50
"Iowa.2333",2020-04-02,"Iowa",614,67
"Iowa.2334",2020-04-03,"Iowa",699,85
"Iowa.2335",2020-04-04,"Iowa",787,88
"Iowa.2336",2020-04-05,"Iowa",869,82
"Iowa.2337",2020-04-06,"Iowa",946,77
"Iowa.2338",2020-04-07,"Iowa",1046,100
"Iowa.2339",2020-04-08,"Iowa",1145,99
"Iowa.2340",2020-04-09,"Iowa",1270,125
"Iowa.2341",2020-04-10,"Iowa",1388,118
"Iowa.2342",2020-04-11,"Iowa",1510,122
"Iowa.2343",2020-04-12,"Iowa",1587,77
"Iowa.2344",2020-04-13,"Iowa",1710,123
"Iowa.2345",2020-04-14,"Iowa",1899,189
"Iowa.2346",2020-04-15,"Iowa",1995,96
"Iowa.2347",2020-04-16,"Iowa",2141,146
"Iowa.2348",2020-04-17,"Iowa",2332,191
"Iowa.2349",2020-04-18,"Iowa",2513,181
"Iowa.2350",2020-04-19,"Iowa",2902,389
"Iowa.2351",2020-04-20,"Iowa",3159,257
"Iowa.2352",2020-04-21,"Iowa",3641,482
"Iowa.2353",2020-04-22,"Iowa",3748,107
"Iowa.2354",2020-04-23,"Iowa",3924,176
"Iowa.2355",2020-04-24,"Iowa",4445,521
"Iowa.2356",2020-04-25,"Iowa",5092,647
"Iowa.2357",2020-04-26,"Iowa",5476,384
"Iowa.2358",2020-04-27,"Iowa",5868,392
"Iowa.2359",2020-04-28,"Iowa",6376,508
